,,,,,,,
"The Nordic List",,,,,,,
"Companies 2008-07-18",,,,,,,
" ",,,,,,,
,Currency,Exchange,,,"Short Name",ISIN,
,,,,,,,
"Nolato AB ser. B",SEK,STO,SMALL,"Information Technology","NOLA B",SE0000109811,
"NOTE AB",SEK,STO,SMALL,"Information Technology",NOTE,SE0001161654,
"NOVOTEK AB ser. B",SEK,STO,SMALL,"Information Technology","NTEK B",SE0000567752,
"Nýherji hf.",ISK,ISE,SMALL,"Information Technology",NYHR,IS0000000396,
"Okmetic Oyj",EUR,HEL,SMALL,"Information Technology",OKM1V,FI0009009054,
Olicom,DKK,CSE,SMALL,"Information Technology",OLI,DK0010237056,
"PartnerTech AB",SEK,STO,SMALL,"Information Technology",PART,SE0000394165,
"Precise Biometrics AB",SEK,STO,SMALL,"Information Technology",PREC,SE0001823303,
"Prevas AB ser. B",SEK,STO,SMALL,"Information Technology","PREV B",SE0000356008,
"Pricer AB ser. B",SEK,STO,SMALL,"Information Technology","PRIC B",SE0000233934,
"Proact IT Group AB",SEK,STO,SMALL,"Information Technology",PACT,SE0000412991,
"Proha Oyj",EUR,HEL,SMALL,"Information Technology",ART1V,FI0009008098,
"QPR Software Oyj",EUR,HEL,SMALL,"Information Technology",QPR1V,FI0009008668,
"ReadSoft AB ser. B",SEK,STO,SMALL,"Information Technology","RSOF B",SE0000479107,
"RTX Telecom",DKK,CSE,SMALL,"Information Technology",RTX,DK0010267129,
"Salcomp Oyj",EUR,HEL,SMALL,"Information Technology",SAL1V,FI0009013924,
"Scanfil Oyj",EUR,HEL,SMALL,"Information Technology",SCF1V,FI0009008924,
"Scribona AB ser. A",SEK,STO,SMALL,"Information Technology","SCRI A",SE0000188500,
"Scribona AB ser. B",SEK,STO,SMALL,"Information Technology","SCRI B",SE0000188518,
"Semcon AB",SEK,STO,SMALL,"Information Technology",SEMC,SE0000379497,
"Sensys Traffic AB",SEK,STO,SMALL,"Information Technology",SENS,SE0000567729,
"Sigma AB ser. B",SEK,STO,SMALL,"Information Technology","SIGM B",SE0000835217,
"Softronic AB ser. B",SEK,STO,SMALL,"Information Technology","SOF B",SE0000323305,
"Solteq Oyj",EUR,HEL,SMALL,"Information Technology",STQ1V,FI0009007991,
"SSH Communications Security Oyj",EUR,HEL,SMALL,"Information Technology",SSH1V,FI0009008270,
"Stonesoft Oyj",EUR,HEL,SMALL,"Information Technology",SFT1V,FI0009801302,
"Technology Nexus AB",SEK,STO,SMALL,"Information Technology",NEXU,SE0000433914,
"Tecnomen Oyj",EUR,HEL,SMALL,"Information Technology",TEM1V,FI0009010227,
"Teleca AB ser. B",SEK,STO,SMALL,"Information Technology","TELC B",SE0000366254,
"Teleste Oyj",EUR,HEL,SMALL,"Information Technology",TLT1V,FI0009007728,
"Teligent AB",SEK,STO,SMALL,"Information Technology",TGNT,SE0000434342,
"Tilgin AB",SEK,STO,SMALL,"Information Technology",TILG,SE0001131269,
"Topsil Semiconductor Materials",DKK,CSE,SMALL,"Information Technology",TPSL,DK0010271584,
"Trifork A/S",DKK,CSE,SMALL,"Information Technology",TRIFOR,DK0060102887,
"Westend ICT Oyj",EUR,HEL,SMALL,"Information Technology",WIC1V,FI0009007637,
"Yleiselektroniikka Oyj E",EUR,HEL,SMALL,"Information Technology",YLEPS,FI0009900724,
"Bergs Timber AB ser. B",SEK,STO,SMALL,Materials,"BRG B",SE0000101297,
Brdr.Hartmann,DKK,CSE,SMALL,Materials,HART,DK0010256197,
"Exel Oyj",EUR,HEL,SMALL,Materials,EXL1V,FI0009007306,
"InterMail B",DKK,CSE,SMALL,Materials,"IMAIL B",DK0010212224,
"Nordic Aluminium Oyj",EUR,HEL,SMALL,Materials,NOA1V,FI0009006415,
"Nordic Mines AB",SEK,STO,SMALL,Materials,NOMI,SE0001672809,
"NunaMinerals A/S",DKK,CSE,SMALL,Materials,NUNA,DK0016190986,
"ProfilGruppen AB ser. B",SEK,STO,SMALL,Materials,"PROF B",SE0000393860,
"Rottneros AB",SEK,STO,SMALL,Materials,RROS,SE0000112252,
"Rörvik Timber AB ser. B",SEK,STO,SMALL,Materials,"RTIM B",SE0000387318,
"SP Group",DKK,CSE,SMALL,Materials,SPG,DK0010244771,
"Stromsdal Oyj ",EUR,HEL,SMALL,Materials,STM1V,FI0009003453,
"DGC One AB",SEK,STO,SMALL,"Telecommunication Services",DGC,SE0002571539,
"Phonera AB",SEK,STO,SMALL,"Telecommunication Services",PHON,SE0000582603,
"Teymi hf.",ISK,ISE,SMALL,"Telecommunication Services",TEYMI,IS0000013647,
"Thalamus Networks AB ser. B",SEK,STO,SMALL,"Telecommunication Services","THAL B",SE0000483943,
